source,language,package,function,n_calls,n_deposits
dataverse,python,hark,MargMargValueFuncCRRA,1,1
dataverse,python,hark,Lognormal,1,1
dataverse,python,hark,MeanOneLogNormal,1,1
dataverse,python,hark,Uniform,1,1
dataverse,python,hark,add_discrete_outcome_constant_mean,1,1
dataverse,python,hark,calc_expectation,1,1
dataverse,python,hark,combine_indep_dstns,1,1
dataverse,python,hark,make_grid_exp_mult,1,1
dataverse,python,hark,CRRAutility,1,1
dataverse,python,hark,CRRAutilityP,1,1
dataverse,python,hark,CRRAutilityPP,1,1
dataverse,python,hark,CRRAutilityP_inv,1,1
dataverse,python,hark,CRRAutility_invP,1,1
dataverse,python,hark,CRRAutility_inv,1,1
dataverse,python,hark,CRRAutilityP_invP,1,1
dataverse,python,hark,_log,1,1
dataverse,python,hark,set_verbosity_level,1,1
dataverse,python,hark,parse_income_spec,1,1
dataverse,python,hark,parse_time_params,1,1
dataverse,python,hark,Cagetti_income,1,1
dataverse,python,hark,income_wealth_dists_from_scf,1,1
dataverse,python,hark,parse_ssa_life_table,1,1
dataverse,python,ipywidgets,interact,1,1
dataverse,python,ipywidgets,interactive,1,1
dataverse,python,ipywidgets,fixed,1,1
dataverse,python,ipywidgets,interact_manual,1,1
dataverse,python,hark,IndShockConsumerType,1,1
dataverse,python,hark,init_idiosyncratic_shocks,1,1
dataverse,python,hark,init_kinked_R,1,1
dataverse,python,hark,ConsKinkedRsolver,1,1
dataverse,r,gridExtra,tableGrob,1,1
dataverse,r,MASS,bandwidth.nrd,1,1
dataverse,stata,labutil,labmap,1,1
dataverse,r,igraph,crossing,1,1
dataverse,python,config,CLASS_VERSION,1,1
dataverse,python,config,EPO_BASE,1,1
dataverse,python,country_list,available_languages,1,1
dataverse,python,scipy,brute,1,1
dataverse,python,oauth2client,ServiceAccountCredentials,1,1
dataverse,python,scipy,median_test,1,1
dataverse,r,BTM,BTM,1,1
dataverse,r,huxtable,set_position,1,1
dataverse,r,geosphere,distGeo,1,1
dataverse,r,tigris,call_geolocator_latlon,1,1
dataverse,python,numba,void,1,1
dataverse,python,filelock,FileLock,1,1
dataverse,python,statsmodels,NonlinearIVGMM,1,1
dataverse,python,tensorflow,linalg.eigh,1,1
dataverse,python,tensorflow,math.reciprocal,1,1
dataverse,python,tensorflow,linalg.diag,1,1
dataverse,python,autoencoder,autoencoder,1,1
dataverse,python,rpca,rpca,1,1
dataverse,python,quadprog,solve_qp,1,1
dataverse,python,progressbar,Counter,1,1
dataverse,python,scipy,t.sf,1,1
dataverse,python,scipy,norm.pdf,1,1
dataverse,python,statsmodels,KDEUnivariate,1,1
dataverse,python,statsmodels,KDEMultivariate,1,1
dataverse,python,ipca,solve,1,1
dataverse,python,statsmodels,RegressionResultsWrapper,1,1
dataverse,python,statsmodels,RegressionResults,1,1
dataverse,python,tensorflow,eye,1,1
dataverse,python,tensorflow,linalg.logdet,1,1
dataverse,python,tensorflow,math.log,1,1
dataverse,python,tensorflow,math.minimum,1,1
dataverse,python,tensorflow,math.abs,1,1
dataverse,r,tidytext,tidy,1,1
dataverse,r,collapse,fnth,1,1
dataverse,r,blocs,get_bloc_var,1,1
dataverse,r,blocs,check_vbdf,1,1
dataverse,r,ggplot2,cut_number,1,1
dataverse,r,forecast,ma,1,1
dataverse,python,bertopic,MaximalMarginalRelevance,1,1
dataverse,stata,runmplus,runmplus,1,1
dataverse,stata,runmplus,runmplus_load_savedata,1,1
dataverse,r,sf,st_within,1,1
dataverse,r,tibble,as_tibble_col,1,1
dataverse,r,collapse,fsummarise,1,1
dataverse,r,collapse,fndistinct,1,1
dataverse,r,ggplot2,zeroGrob,1,1
dataverse,python,folium,MarkerCluster,1,1
dataverse,python,matplotlib,nipy_spectral,1,1
dataverse,stata,ebalfit,ebalfit,1,1
dataverse,r,peacesciencer,add_cow_trade,1,1
dataverse,r,peacesciencer,filter_prd,1,1
dataverse,r,peacesciencer,add_minimum_distance,1,1
dataverse,r,corrr,stretch,1,1
dataverse,r,peacesciencer,ucdp_acd,1,1
dataverse,r,raster,shapefile,1,1
dataverse,python,numpy,trapezoid,1,1
dataverse,stata,xtwest,xtwest,1,1
dataverse,python,matplotlib,read_png,1,1
dataverse,r,extrafont,windowsFont,1,1
dataverse,r,ggplot2,geom_jitter,1,1
dataverse,r,ggplot2,scale_color_identity,1,1
dataverse,r,tableone,CreateTableOne,1,1
dataverse,r,pscl,rollcall,1,1
dataverse,r,raster,writeRaster,1,1
dataverse,r,emdbook,rbetabinom,1,1
dataverse,r,emdbook,dbetabinom,1,1
dataverse,r,reticulate,import,1,1
dataverse,python,streamlit,title,1,1
dataverse,python,streamlit,sidebar.selectbox,1,1
dataverse,python,plotly,create_distplot,1,1
dataverse,python,streamlit,plotly_chart,1,1
dataverse,python,streamlit,spinner,1,1
dataverse,python,openTSNE,TSNE,1,1
dataverse,python,streamlit,sidebar.slider,1,1
dataverse,python,altair,Size,1,1
dataverse,python,altair,Opacity,1,1
dataverse,python,streamlit,altair_chart,1,1
dataverse,python,streamlit,dataframe,1,1
dataverse,python,textattack,EasyDataAugmenter,1,1
dataverse,python,wandb,login,1,1
dataverse,python,twarc,Twarc2,1,1
dataverse,python,twarc,expansions,1,1
dataverse,python,torch,isnan,1,1
dataverse,python,torch,isinf,1,1
dataverse,python,spacy,Doc,1,1
dataverse,python,spacy,Span,1,1
dataverse,python,spacy,Example,1,1
dataverse,python,spacy,minibatch,1,1
dataverse,python,spacy,fix_random_seed,1,1
dataverse,r,cowplot,theme_nothing,1,1
dataverse,python,nltk,pad_sequence,1,1
dataverse,stata,nysiis,nysiis,1,1
dataverse,r,psych,pca,1,1
dataverse,r,ggsci,scale_color_npg,1,1
dataverse,r,ggsci,scale_fill_npg,1,1
dataverse,python,networkx,greedy_modularity_communities,1,1
dataverse,python,networkx,girvan_newman,1,1
dataverse,python,networkx,kernighan_lin_bisection,1,1
dataverse,python,networkx,label_propagation_communities,1,1
dataverse,python,networkx,asyn_lpa_communities,1,1
dataverse,python,networkx,k_clique_communities,1,1
dataverse,python,networkx,closeness_centrality,1,1
dataverse,python,networkx,eigenvector_centrality_numpy,1,1
dataverse,python,networkx,transitivity,1,1
dataverse,python,networkx,draw_networkx,1,1
dataverse,python,networkx,random_layout,1,1
dataverse,stata,mvfiles,mvfiles,1,1
dataverse,r,RANN,nn2,1,1
dataverse,r,rgeos,gTouches,1,1
dataverse,r,rgeos,gIntersects,1,1
dataverse,python,Sphinx,GoogleDocstring,1,1
dataverse,python,colorama,Fore,1,1
dataverse,python,lib,load_configurations,1,1
dataverse,r,stringi,stri_replace_last_fixed,1,1
dataverse,python,utils,analogies,1,1
dataverse,python,utils,word_similarities,1,1
dataverse,python,utils,hyperparameter_tables,1,1
dataverse,python,utils,polarization_metric,1,1
dataverse,python,utils,plot_A2,1,1
dataverse,python,utils,plot_3a,1,1
dataverse,python,utils,plot_3b,1,1
dataverse,python,utils,plot_4a,1,1
dataverse,python,utils,plot_4b,1,1
dataverse,python,utils,plot_5,1,1
dataverse,python,gensim,LabeledSentence,1,1
dataverse,python,gensim,Phrases,1,1
dataverse,python,gensim,Phraser,1,1
dataverse,python,scikit-learn,text,1,1
dataverse,python,nltk,ConcordanceIndex,1,1
dataverse,python,nltk,TrigramAssocMeasures,1,1
dataverse,python,nltk,TrigramCollocationFinder,1,1
dataverse,python,nltk,QuadgramAssocMeasures,1,1
dataverse,python,nltk,QuadgramCollocationFinder,1,1
dataverse,python,nltk,StanfordNERTagger,1,1
dataverse,stata,chaidforest,chaidforest,1,1
dataverse,r,prediction,prediction_summary,1,1
dataverse,python,librosa,pyin,1,1
dataverse,python,librosa,feature.rms,1,1
dataverse,python,librosa,feature.zero_crossing_rate,1,1
dataverse,python,librosa,get_duration,1,1
dataverse,python,librosa,lpc,1,1
dataverse,python,transformers,Wav2Vec2PreTrainedModel,1,1
dataverse,python,speechbrain,foreign_class,1,1
dataverse,python,torch,pad_sequence,1,1
dataverse,python,librosa,display.waveshow,1,1
dataverse,python,librosa,feature.melspectrogram,1,1
dataverse,stata,cibplot,cibplot,1,1
dataverse,stata,rollreg,rollreg,1,1
dataverse,python,bokeh,Legend,1,1
dataverse,python,bokeh,output_notebook,1,1
dataverse,python,bokeh,factor_cmap,1,1
dataverse,stata,efolder,efolder,1,1
dataverse,stata,descogini,descogini,1,1
dataverse,r,osqp,osqpSettings,1,1
dataverse,r,osqp,solve_osqp,1,1
dataverse,r,evalITR,GATE,1,1
dataverse,python,plotly,Scattergeo,1,1
dataverse,python,plotly,layout.geo.Projection,1,1
dataverse,python,ollama,chat,1,1
dataverse,r,semTools,measurementInvariance,1,1
dataverse,r,ggplot2,scale_discrete_manual,1,1
dataverse,r,humaniformat,format_reverse,1,1
dataverse,python,tensorflow,nn.embedding_lookup,1,1
dataverse,python,tensorflow,nn.conv2d,1,1
dataverse,python,tensorflow,nn.bias_add,1,1
dataverse,python,tensorflow,nn.max_pool,1,1
dataverse,python,tensorflow,contrib.layers.xavier_initializer,1,1
dataverse,python,tensorflow,nn.xw_plus_b,1,1
dataverse,python,tensorflow,mul,1,1
dataverse,python,accelerate,release_memory,1,1
dataverse,python,pandas,api.types.infer_dtype,1,1
dataverse,python,ftfy,fix_text,1,1
dataverse,r,rnaturalearthdata,countries50,1,1
dataverse,python,twython,Twython,1,1
dataverse,python,python-igraph,Graph.Erdos_Renyi,1,1
dataverse,python,python-igraph,Graph.Barabasi,1,1
dataverse,python,python-igraph,Graph.Static_Power_Law,1,1
dataverse,python,python-igraph,Graph.Watts_Strogatz,1,1
dataverse,stata,nbercycles,nbercycles,1,1
dataverse,stata,ttestplus,ttestplus,1,1
dataverse,r,spData,world,1,1
dataverse,python,tabula,read_pdf,1,1
dataverse,python,tabula,convert_into,1,1
dataverse,python,helper_functions,wait_to_load,1,1
dataverse,python,helper_functions,check_exists_by_class_name,1,1
dataverse,python,finsets,wrds_api,1,1
dataverse,python,config,HOME,1,1
dataverse,r,KernSmooth,locpoly,1,1
dataverse,python,numdifftools,Hessian,1,1
dataverse,python,utils,reformat_df,1,1
dataverse,python,astropy,Table,1,1
dataverse,r,concordance,hs1_hs0,1,1
dataverse,r,concordance,hs2_hs1,1,1
dataverse,r,concordance,hs3_hs2,1,1
dataverse,r,concordance,hs4_hs3,1,1
dataverse,r,concordance,hs5_hs4,1,1
dataverse,r,memisc,getSummary,1,1
dataverse,r,keras,backend,1,1
dataverse,r,Rcapture,closedpMS.t,1,1
dataverse,r,snowfall,sfInit,1,1
dataverse,r,snowfall,sfSapply,1,1
dataverse,r,yaml,as.yaml,1,1
dataverse,r,yaml,yaml.load_file,1,1
dataverse,python,pyblp,build_differentiation_instruments,1,1
dataverse,r,matrixStats,rowLogSumExps,1,1
dataverse,python,chess,pgn.read_game,1,1
dataverse,r,stm,prepDocuments,1,1
dataverse,r,stm,searchK,1,1
dataverse,python,pylab,rcParams.update,1,1
dataverse,r,knitr,split_lines,1,1
dataverse,python,safetensors,load_file,1,1
dataverse,python,transformers,DistilBertConfig,1,1
dataverse,python,transformers,DistilBertModel,1,1
dataverse,python,transformers,ViTConfig,1,1
dataverse,python,transformers,ViTModel,1,1
dataverse,python,transformers,ViTForImageClassification,1,1
dataverse,python,torchvision,Normalize,1,1
dataverse,python,torchvision,RandomHorizontalFlip,1,1
dataverse,python,torchvision,RandomRotation,1,1
dataverse,python,torchvision,ColorJitter,1,1
dataverse,python,torch,optim.lr_scheduler.ReduceLROnPlateau,1,1
dataverse,stata,stackreg,xtstackreg,1,1
dataverse,stata,kdens2,kdens2,1,1
dataverse,r,lqmm,is.positive.definite,1,1
dataverse,r,brms,rhat,1,1
dataverse,r,ggthemes,theme_few,1,1
dataverse,r,speedglm,speedglm,1,1
dataverse,python,numpy,int,1,1
dataverse,python,utils,integrate,1,1
dataverse,python,utils,Psi_for_td,1,1
dataverse,python,utils,legendre_quick,1,1
dataverse,python,utils,F_for_td,1,1
dataverse,python,utils,J_from_F,1,1
dataverse,python,utils,translate,1,1
dataverse,python,utils,compose,1,1
dataverse,python,utils,make_vector_inputs,1,1
dataverse,python,utils,make_tuple_outputs,1,1
dataverse,python,nonlinear,td_solve,1,1
dataverse,python,numpy,hermite,1,1
dataverse,python,numpy,legendre,1,1
dataverse,r,TruncatedNormal,ptmvnorm,1,1
dataverse,r,survey,as.svrepdesign,1,1
dataverse,r,blockTools,block,1,1
dataverse,r,httr,set_config,1,1
dataverse,r,httr,use_proxy,1,1
dataverse,r,StratigrapheR,merge_list,1,1
dataverse,stata,rmse,rmse,1,1
dataverse,python,geopy,GeocoderQueryError,1,1
dataverse,r,knitr,asis_input,1,1
dataverse,r,mFilter,bwfilter,1,1
dataverse,r,scales,precision,1,1
dataverse,r,igraph,assortativity_nominal,1,1
dataverse,python,scikit-learn,preprocessing.Normalizer,1,1
dataverse,python,prettytable,PrettyTable,1,1
dataverse,r,dplyr,tribble,1,1
dataverse,stata,suregr,suregr,1,1
dataverse,r,MetBrewer,met.brewer,1,1
dataverse,r,modelsummary,msummary,1,1
dataverse,r,RcmdrMisc,rowPercents,1,1
dataverse,r,VGAM,yeo.johnson,1,1
dataverse,r,plm,pmodel.response,1,1
dataverse,python,python-to-latex,TexTable,1,1
dataverse,python,python-to-latex,write_tbls_to_latex,1,1
dataverse,r,hunspell,hunspell_suggest,1,1
dataverse,python,matplotlib,cm.Reds,1,1
dataverse,python,Shapely,STRtree,1,1
dataverse,python,Shapely,transform,1,1
dataverse,stata,encoder,encoder,1,1
dataverse,stata,cart,Change,1,1
dataverse,python,numpy,uniform,1,1
dataverse,stata,fileutils,popd,1,1
dataverse,r,lattice,standard.theme,1,1
dataverse,r,ggthemes,theme_stata,1,1
dataverse,r,descr,CreateNewTab,1,1
dataverse,r,dotwhisker,by_2sd,1,1
dataverse,r,quantreg,boot.rq,1,1
dataverse,r,ipfp,ipfp,1,1
dataverse,r,tigris,lookup_code,1,1
dataverse,python,keras,KerasClassifier,1,1
dataverse,stata,touch,touch,1,1
dataverse,python,vaderSentiment,SentimentIntensityAnalyzer,1,1
dataverse,r,MLmetrics,F1_Score,1,1
dataverse,r,igraph,centr_eigen,1,1
dataverse,r,sna,sedist,1,1
dataverse,r,reshape2,colsplit,1,1
dataverse,r,preText,preText,1,1
dataverse,r,plyr,l_ply,1,1
dataverse,r,rstudioapi,terminalCreate,1,1
dataverse,r,rstudioapi,terminalRunning,1,1
dataverse,r,rstudioapi,terminalContext,1,1
dataverse,r,magrittr,subtract,1,1
dataverse,r,magrittr,multiply_by,1,1
dataverse,python,stargazer,LineLocation,1,1
dataverse,r,igraph,walktrap.community,1,1
dataverse,python,scipy,signal.lfilter,1,1
dataverse,python,statsmodels,tsa.ArmaProcess,1,1
dataverse,python,statsmodels,tsa.arima_process.arma_impulse_response,1,1
dataverse,python,scipy,stats.t.cdf,1,1
dataverse,python,pywaffle,Waffle,1,1
dataverse,python,sequence-jacobian,StageBlock,1,1
dataverse,python,sequence-jacobian,Continuous1D,1,1
dataverse,python,sequence-jacobian,ExogenousMaker,1,1
dataverse,python,sequence-jacobian,LogitChoice,1,1
dataverse,python,utils,interpolate_coord,1,1
dataverse,python,utils,fast_aggregate,1,1
dataverse,python,utils,stationary,1,1
dataverse,python,utils,numerical_diff,1,1
dataverse,python,utils,numerical_diff_symmetric,1,1
dataverse,python,utils,forward_step_1d,1,1
dataverse,python,utils,forward_step_2d,1,1
dataverse,python,utils,forward_step_transpose_1d,1,1
dataverse,python,utils,forward_step_transpose_2d,1,1
dataverse,python,utils,forward_step_shock_1d,1,1
dataverse,python,utils,forward_step_shock_2d,1,1
dataverse,python,utilities,aggregate_df,1,1
dataverse,python,utilities,fill_missing_by_type,1,1
dataverse,r,multilevel,ICC1,1,1
dataverse,r,multilevel,ICC2,1,1
dataverse,r,semhelpinghands,standardizedSolution_boot_ci,1,1
dataverse,r,stringr,str_starts,1,1
dataverse,r,lmtest,grangertest,1,1
dataverse,r,sjPlot,view_df,1,1
dataverse,r,usmapdata,us_map,1,1
dataverse,r,naniar,miss_case_summary,1,1
dataverse,r,gt,px,1,1
dataverse,r,bayesplot,theme_default,1,1
dataverse,python,seaborn,hls_palette,1,1
dataverse,r,MCMCpack,MCMCmixfactanal,1,1
dataverse,r,tokenizers,tokenize_paragraphs,1,1
dataverse,r,tokenizers,chunk_text,1,1
dataverse,python,seaborn,distplot,1,1
dataverse,python,seaborn,light_palette,1,1
dataverse,python,seaborn,jointplot,1,1
dataverse,python,ek,X_ji_compute_full,1,1
dataverse,python,ek,mod_hat_environment,1,1
dataverse,stata,postrcspline,adjustrcspline,1,1
dataverse,python,fiona,from_epsg,1,1
dataverse,python,Shapely,asShape,1,1
dataverse,python,pysal,rook_from_shapefile,1,1
dataverse,stata,robmv,robmv,1,1
dataverse,stata,mm_regress,mcd,1,1
dataverse,r,scales,scientific_format,1,1
dataverse,r,lwgeom,st_make_valid,1,1
dataverse,r,bootstrap,bootstrap,1,1
dataverse,python,pywikibot,Site,1,1
dataverse,python,pysal,assuncao_rate,1,1
dataverse,python,pysal,open.check,1,1
dataverse,python,pysal,knnW_from_shapefile,1,1
dataverse,r,rstan,stan_rhat,1,1
dataverse,r,truncnorm,rtruncnorm,1,1
dataverse,python,paths,BEHAVORIAL_RESULTS,1,1
dataverse,python,paths,CODEBOOK_DIR,1,1
dataverse,python,paths,RAW_DATA_DIR,1,1
dataverse,r,hexSticker,sticker,1,1
dataverse,python,cognitive-face,Key.set,1,1
dataverse,python,cognitive-face,BaseUrl.set,1,1
dataverse,python,cognitive-face,person_group.create,1,1
dataverse,python,cognitive-face,person.create,1,1
dataverse,python,cognitive-face,person.add_face,1,1
dataverse,python,cognitive-face,person_group.delete,1,1
dataverse,python,cognitive-face,face.detect,1,1
dataverse,python,cognitive-face,face.identify,1,1
dataverse,python,parselmouth,Sound,1,1
dataverse,r,ggthemes,theme_fivethirtyeight,1,1
dataverse,python,Scrapy,signals,1,1
dataverse,r,sf,st_boundary,1,1
dataverse,r,sf,st_touches,1,1
dataverse,r,tsibble,yearweek,1,1
dataverse,r,Hmisc,t.test.cluster,1,1
dataverse,r,dplyr,quos,1,1
dataverse,r,dplyr,group_indices,1,1
dataverse,r,purrr,map_vec,1,1
dataverse,r,sfheaders,sf_polygon,1,1
dataverse,python,data,LoadedInterface,1,1
dataverse,python,data,csv_to_h5,1,1
dataverse,python,data,hash_file,1,1
dataverse,python,statsmodels,proportion_confint,1,1
dataverse,r,htmltools,save_html,1,1
dataverse,python,tensorflow,argmin,1,1
dataverse,python,tensorflow,contrib.data.parallel_interleave,1,1
dataverse,python,tensorflow,contrib.data.batch_and_drop_remainder,1,1
dataverse,python,tensorflow,string_to_number,1,1
dataverse,python,tensorflow,contrib.layers.summarize_collection,1,1
dataverse,python,tensorflow,keras.regularizers.l1,1,1
dataverse,python,object-detection,input_reader_builder,1,1
dataverse,python,object-detection,EmbeddedSSDMobileNetV1FeatureExtractor,1,1
dataverse,python,object-detection,SSDInceptionV2FeatureExtractor,1,1
dataverse,python,object-detection,SSDInceptionV3FeatureExtractor,1,1
dataverse,python,object-detection,SSDMobileNetV1FeatureExtractor,1,1
dataverse,python,object-detection,SSDMobileNetV1FpnFeatureExtractor,1,1
dataverse,python,object-detection,SSDMobileNetV1KerasFeatureExtractor,1,1
dataverse,python,object-detection,SSDMobileNetV1PpnFeatureExtractor,1,1
dataverse,python,object-detection,SSDMobileNetV2FeatureExtractor,1,1
dataverse,python,object-detection,SSDMobileNetV2FpnFeatureExtractor,1,1
dataverse,python,object-detection,SSDMobileNetV2KerasFeatureExtractor,1,1
dataverse,python,object-detection,SSDPNASNetFeatureExtractor,1,1
dataverse,python,tensorflow,train.RMSPropOptimizer,1,1
dataverse,python,tensorflow,train.MomentumOptimizer,1,1
dataverse,python,tensorflow,contrib.opt.MovingAverageOptimizer,1,1
dataverse,python,tensorflow,scalar_mul,1,1
dataverse,python,tensorflow,reverse_v2,1,1
dataverse,python,tensorflow,keras.models.Sequential,1,1
dataverse,python,tensorflow,losses.huber_loss,1,1
dataverse,python,tensorflow,pow,1,1
dataverse,python,tensorflow,image.non_max_suppression_padded,1,1
dataverse,python,tensorflow,PaddingFIFOQueue,1,1
dataverse,python,tensorflow,train.queue_runner.add_queue_runner,1,1
dataverse,python,tensorflow,train.queue_runner.QueueRunner,1,1
dataverse,python,tensorflow,image.flip_left_right,1,1
