source,language,package,function,n_calls,n_deposits
dataverse,python,scikit-learn,make_swiss_roll,1,1
dataverse,python,scikit-learn,make_s_curve,1,1
dataverse,python,numpy,svd,1,1
dataverse,python,numpy,eig,1,1
dataverse,python,scikit-learn,load_svmlight_file,1,1
dataverse,python,scikit-learn,load_svmlight_files,1,1
dataverse,python,scikit-learn,dump_svmlight_file,1,1
dataverse,python,scikit-learn,DictionaryLearning,1,1
dataverse,python,scikit-learn,MiniBatchDictionaryLearning,1,1
dataverse,python,scikit-learn,SparseCoder,1,1
dataverse,python,scikit-learn,dict_learning,1,1
dataverse,python,scikit-learn,dict_learning_online,1,1
dataverse,python,scikit-learn,sparse_encode,1,1
dataverse,python,scikit-learn,check_transformer_data_not_an_array,1,1
dataverse,python,scikit-learn,check_transformer_general,1,1
dataverse,python,scikit-learn,check_transformers_unfitted,1,1
dataverse,python,scikit-learn,_ortho_rotation,1,1
dataverse,python,scikit-learn,FastICA,1,1
dataverse,python,scikit-learn,fastica,1,1
dataverse,python,scikit-learn,_gs_decorrelation,1,1
dataverse,python,scikit-learn,non_negative_factorization,1,1
dataverse,python,scikit-learn,_nmf,1,1
dataverse,python,scikit-learn,squared_norm,1,1
dataverse,python,scikit-learn,_dirichlet_expectation_1d,1,1
dataverse,python,scikit-learn,_dirichlet_expectation_2d,1,1
dataverse,python,scikit-learn,_assess_dimension,1,1
dataverse,python,scikit-learn,_infer_dimension,1,1
dataverse,python,scipy,sparse.issparse,1,1
dataverse,python,scikit-learn,SparsePCA,1,1
dataverse,python,scikit-learn,MiniBatchSparsePCA,1,1
dataverse,python,scikit-learn,_find_binning_thresholds,1,1
dataverse,python,scikit-learn,_map_to_bins,1,1
dataverse,python,scikit-learn,in_bitset_memoryview,1,1
dataverse,python,scikit-learn,get_equivalent_estimator,1,1
dataverse,python,scikit-learn,is_regressor,1,1
dataverse,python,scikit-learn,LeastSquares,1,1
dataverse,python,scikit-learn,BinaryCrossEntropy,1,1
dataverse,python,scikit-learn,_build_histogram_naive,1,1
dataverse,python,scikit-learn,_build_histogram,1,1
dataverse,python,scikit-learn,_build_histogram_no_hessian,1,1
dataverse,python,scikit-learn,_build_histogram_root_no_hessian,1,1
dataverse,python,scikit-learn,_build_histogram_root,1,1
dataverse,python,scikit-learn,_subtract_histograms,1,1
dataverse,python,scikit-learn,TreePredictor,1,1
dataverse,python,scikit-learn,PREDICTOR_RECORD_DTYPE,1,1
dataverse,python,scikit-learn,BaggingRegressor,1,1
dataverse,python,scikit-learn,_set_random_states,1,1
dataverse,python,scikit-learn,RandomTreesEmbedding,1,1
dataverse,python,scikit-learn,SPARSE_SPLITTERS,1,1
dataverse,python,joblib,parallel.get_active_backend,1,1
dataverse,python,scikit-learn,MSE,1,1
dataverse,python,scikit-learn,predict_stages,1,1
dataverse,python,scikit-learn,tosequence,1,1
dataverse,python,scikit-learn,NuSVR,1,1
dataverse,python,scikit-learn,RegressionLossFunction,1,1
dataverse,python,scikit-learn,LeastSquaresError,1,1
dataverse,python,scikit-learn,LeastAbsoluteError,1,1
dataverse,python,scikit-learn,HuberLossFunction,1,1
dataverse,python,scikit-learn,QuantileLossFunction,1,1
dataverse,python,scikit-learn,BinomialDeviance,1,1
dataverse,python,scikit-learn,MultinomialDeviance,1,1
dataverse,python,scikit-learn,ExponentialLoss,1,1
dataverse,python,scikit-learn,LOSS_FUNCTIONS,1,1
dataverse,python,scikit-learn,_average_path_length,1,1
dataverse,python,scikit-learn,AdaBoostRegressor,1,1
dataverse,python,scikit-learn,_samme_proba,1,1
dataverse,python,typing-extensions,TypedDict,1,1
dataverse,python,scikit-learn,FeatureHasher,1,1
dataverse,python,scikit-learn,transform,1,1
dataverse,python,scipy,connected_components,1,1
dataverse,python,scikit-learn,extract_patches_2d,1,1
dataverse,python,scikit-learn,reconstruct_from_patches_2d,1,1
dataverse,python,scikit-learn,PatchExtractor,1,1
dataverse,python,scikit-learn,_extract_patches,1,1
dataverse,python,scikit-learn,strip_tags,1,1
dataverse,python,scikit-learn,ENGLISH_STOP_WORDS,1,1
dataverse,python,scikit-learn,SelectorMixin,1,1
dataverse,python,scikit-learn,_chisquare,1,1
dataverse,python,scipy,stats.chisquare,1,1
dataverse,python,scikit-learn,f_oneway,1,1
dataverse,python,scikit-learn,f_regression,1,1
dataverse,python,scikit-learn,SelectFdr,1,1
dataverse,python,scikit-learn,SelectFwe,1,1
dataverse,python,scikit-learn,GenericUnivariateSelect,1,1
dataverse,python,scikit-learn,_compute_mi,1,1
dataverse,python,scikit-learn,SequentialFeatureSelector,1,1
dataverse,python,scikit-learn,Kernel,1,1
dataverse,python,scikit-learn,Hyperparameter,1,1
dataverse,python,scikit-learn,GenericKernelMixin,1,1
dataverse,python,scikit-learn,StationaryKernelMixin,1,1
dataverse,python,scikit-learn,GaussianProcessClassifier,1,1
dataverse,python,scikit-learn,_approx_fprime,1,1
dataverse,python,scikit-learn,Matern,1,1
dataverse,python,scikit-learn,PairwiseKernel,1,1
dataverse,python,scikit-learn,KernelOperator,1,1
dataverse,python,scikit-learn,Exponentiation,1,1
dataverse,python,scikit-learn,CompoundKernel,1,1
dataverse,python,scikit-learn,_BaseImputer,1,1
dataverse,python,scikit-learn,_get_mask,1,1
dataverse,python,scikit-learn,MissingIndicator,1,1
dataverse,python,scikit-learn,_most_frequent,1,1
dataverse,python,scikit-learn,plot_partial_dependence,1,1
dataverse,python,scikit-learn,partial_dependence,1,1
dataverse,python,scikit-learn,_grid_from_X,1,1
dataverse,python,scikit-learn,_partial_dependence_brute,1,1
dataverse,python,scikit-learn,_partial_dependence_recursion,1,1
dataverse,python,scikit-learn,assert_is_subtree,1,1
dataverse,python,scikit-learn,GeneralizedLinearRegressor,1,1
dataverse,python,scikit-learn,TweedieRegressor,1,1
dataverse,python,scikit-learn,PoissonRegressor,1,1
dataverse,python,scikit-learn,GammaRegressor,1,1
dataverse,python,scikit-learn,LogitLink,1,1
dataverse,python,scikit-learn,_preprocess_data,1,1
dataverse,python,scikit-learn,_rescale_data,1,1
dataverse,python,scikit-learn,enet_path,1,1
dataverse,python,scikit-learn,LassoLarsCV,1,1
dataverse,python,scikit-learn,MultiTaskElasticNetCV,1,1
dataverse,python,scikit-learn,MultiTaskLassoCV,1,1
dataverse,python,scikit-learn,_set_order,1,1
dataverse,python,scikit-learn,_huber_loss_and_gradient,1,1
dataverse,python,scikit-learn,_lars_path_residues,1,1
dataverse,python,scikit-learn,_logistic_regression_path,1,1
dataverse,python,scikit-learn,_logistic_loss_and_grad,1,1
dataverse,python,scikit-learn,_logistic_grad_hess,1,1
dataverse,python,scikit-learn,_multinomial_grad_hess,1,1
dataverse,python,scikit-learn,_logistic_loss,1,1
dataverse,python,scikit-learn,_log_reg_scoring_path,1,1
dataverse,python,scikit-learn,orthogonal_mp,1,1
dataverse,python,scikit-learn,orthogonal_mp_gram,1,1
dataverse,python,scikit-learn,OrthogonalMatchingPursuitCV,1,1
dataverse,python,scikit-learn,PassiveAggressiveRegressor,1,1
dataverse,python,scikit-learn,RANSACRegressor,1,1
dataverse,python,scikit-learn,_dynamic_max_trials,1,1
dataverse,python,scikit-learn,ridge_regression,1,1
dataverse,python,scikit-learn,_RidgeGCV,1,1
dataverse,python,scikit-learn,_solve_cholesky,1,1
dataverse,python,scikit-learn,_solve_cholesky_kernel,1,1
dataverse,python,scikit-learn,_check_gcv_mode,1,1
dataverse,python,scikit-learn,_X_CenterStackOp,1,1
dataverse,python,scikit-learn,get_auto_step_size,1,1
dataverse,python,scikit-learn,_multinomial_grad_loss_all_samples,1,1
dataverse,python,scikit-learn,_multinomial_loss_grad,1,1
dataverse,python,scikit-learn,_sgd_fast,1,1
dataverse,python,scipy,fmin_bfgs,1,1
dataverse,python,scikit-learn,TheilSenRegressor,1,1
dataverse,python,scikit-learn,_spatial_median,1,1
dataverse,python,scikit-learn,_breakdown_point,1,1
dataverse,python,scikit-learn,_modified_weiszfeld_step,1,1
dataverse,python,scikit-learn,barycenter_kneighbors_graph,1,1
dataverse,python,scikit-learn,_mds,1,1
dataverse,python,scikit-learn,_graph_is_connected,1,1
dataverse,python,scikit-learn,_graph_connected_component,1,1
dataverse,python,scikit-learn,spectral_embedding,1,1
dataverse,python,scikit-learn,_joint_probabilities,1,1
dataverse,python,scikit-learn,_joint_probabilities_nn,1,1
dataverse,python,scikit-learn,_kl_divergence,1,1
dataverse,python,scikit-learn,_kl_divergence_bh,1,1
dataverse,python,scikit-learn,_gradient_descent,1,1
dataverse,python,scikit-learn,trustworthiness,1,1
dataverse,python,scikit-learn,_barnes_hut_tsne,1,1
dataverse,python,scikit-learn,_binary_search_perplexity,1,1
dataverse,python,scikit-learn,plot_confusion_matrix,1,1
dataverse,python,scikit-learn,plot_precision_recall_curve,1,1
dataverse,python,scikit-learn,PrecisionRecallDisplay,1,1
dataverse,python,scikit-learn,_jaccard,1,1
dataverse,python,scikit-learn,pair_confusion_matrix,1,1
dataverse,python,scikit-learn,entropy,1,1
dataverse,python,scikit-learn,expected_mutual_information,1,1
dataverse,python,scikit-learn,homogeneity_completeness_v_measure,1,1
dataverse,python,scikit-learn,_generalized_average,1,1
dataverse,python,scikit-learn,check_clusterings,1,1
dataverse,python,scikit-learn,assert_warns_div0,1,1
dataverse,python,scikit-learn,_check_targets,1,1
dataverse,python,scikit-learn,mean_gamma_deviance,1,1
dataverse,python,scikit-learn,_average_binary_score,1,1
dataverse,python,scikit-learn,haversine_distances,1,1
dataverse,python,scikit-learn,linear_kernel,1,1
dataverse,python,scikit-learn,additive_chi2_kernel,1,1
dataverse,python,scikit-learn,laplacian_kernel,1,1
dataverse,python,scikit-learn,sigmoid_kernel,1,1
dataverse,python,scikit-learn,pairwise_distances_chunked,1,1
dataverse,python,scikit-learn,pairwise_distances_argmin_min,1,1
dataverse,python,scikit-learn,PAIRWISE_DISTANCE_FUNCTIONS,1,1
dataverse,python,scikit-learn,PAIRWISE_BOOLEAN_FUNCTIONS,1,1
dataverse,python,scikit-learn,check_pairwise_arrays,1,1
dataverse,python,scikit-learn,check_paired_arrays,1,1
dataverse,python,scikit-learn,paired_distances,1,1
dataverse,python,scikit-learn,paired_manhattan_distances,1,1
dataverse,python,scikit-learn,_euclidean_distances_upcast,1,1
dataverse,python,scikit-learn,_ndcg_sample_scores,1,1
dataverse,python,scikit-learn,_dcg_sample_scores,1,1
dataverse,python,scikit-learn,mean_squared_log_error,1,1
dataverse,python,scikit-learn,_check_reg_targets,1,1
dataverse,python,scikit-learn,_PredictScorer,1,1
dataverse,python,scikit-learn,_passthrough_scorer,1,1
dataverse,python,scikit-learn,_MultimetricScorer,1,1
dataverse,python,scikit-learn,_check_multimetric_scoring,1,1
dataverse,python,scikit-learn,SCORERS,1,1
dataverse,python,scikit-learn,_log_dirichlet_norm,1,1
dataverse,python,scikit-learn,_log_wishart_norm,1,1
dataverse,python,scikit-learn,RandomData,1,1
dataverse,python,scikit-learn,_estimate_gaussian_covariances_full,1,1
dataverse,python,scikit-learn,_estimate_gaussian_covariances_tied,1,1
dataverse,python,scikit-learn,_estimate_gaussian_covariances_diag,1,1
dataverse,python,scikit-learn,_estimate_gaussian_covariances_spherical,1,1
dataverse,python,scikit-learn,_compute_precision_cholesky,1,1
dataverse,python,scikit-learn,_compute_log_det_cholesky,1,1
dataverse,python,scikit-learn,_check_X,1,1
dataverse,python,scikit-learn,_estimate_log_gaussian_prob,1,1
dataverse,python,joblib,logger,1,1
dataverse,python,scikit-learn,fit_grid_point,1,1
dataverse,python,scikit-learn,BaseSearchCV,1,1
dataverse,python,scikit-learn,TimeSeriesSplit,1,1
dataverse,python,scikit-learn,LeavePOut,1,1
dataverse,python,scikit-learn,check_cv,1,1
dataverse,python,scikit-learn,RepeatedKFold,1,1
dataverse,python,scikit-learn,RepeatedStratifiedKFold,1,1
dataverse,python,scikit-learn,_validate_shuffle_split,1,1
dataverse,python,scikit-learn,_build_repr,1,1
dataverse,python,scikit-learn,_yields_constant_splits,1,1
dataverse,python,numpy,lib.arraysetops.intersect1d,1,1
dataverse,python,scikit-learn,enable_halving_search_cv,1,1
dataverse,python,scikit-learn,HalvingGridSearchCV,1,1
dataverse,python,scikit-learn,HalvingRandomSearchCV,1,1
dataverse,python,scikit-learn,_SubsampleMetaSplitter,1,1
dataverse,python,scikit-learn,_top_k,1,1
dataverse,python,scikit-learn,_refit_callable,1,1
dataverse,python,scikit-learn,FailingClassifier,1,1
dataverse,python,scikit-learn,permutation_test_score,1,1
dataverse,python,scikit-learn,validation_curve,1,1
dataverse,python,scikit-learn,_check_is_permutation,1,1
dataverse,python,scikit-learn,_fit_and_score,1,1
dataverse,python,scikit-learn,_score,1,1
dataverse,python,scikit-learn,NeighborhoodComponentsAnalysis,1,1
dataverse,python,scikit-learn,VALID_METRICS_SPARSE,1,1
dataverse,python,scikit-learn,VALID_METRICS,1,1
dataverse,python,scikit-learn,_check_precomputed,1,1
dataverse,python,joblib,parallel.BACKENDS.keys,1,1
dataverse,python,scikit-learn,RadiusNeighborsRegressor,1,1
dataverse,python,scikit-learn,Isomap,1,1
dataverse,python,scikit-learn,DTYPE,1,1
dataverse,python,scikit-learn,ITYPE,1,1
dataverse,python,scikit-learn,_QuadTree,1,1
dataverse,python,scikit-learn,binary_log_loss,1,1
dataverse,python,scikit-learn,BernoulliRBM,1,1
dataverse,python,scikit-learn,BaseOptimizer,1,1
dataverse,python,scikit-learn,SGDOptimizer,1,1
dataverse,python,scikit-learn,AdamOptimizer,1,1
dataverse,python,scikit-learn,_handle_zeros_in_scale,1,1
dataverse,python,scikit-learn,Binarizer,1,1
dataverse,python,scikit-learn,KernelCenterer,1,1
dataverse,python,scikit-learn,add_dummy_feature,1,1
dataverse,python,scikit-learn,BOUNDS_THRESHOLD,1,1
dataverse,python,numpy,testing.assert_no_warnings,1,1
dataverse,python,scikit-learn,_inverse_binarize_thresholding,1,1
dataverse,python,scikit-learn,_inverse_binarize_multiclass,1,1
dataverse,python,scikit-learn,_label_propagation,1,1
dataverse,python,scikit-learn,l1_min_c,1,1
dataverse,python,scikit-learn,set_seed_wrap,1,1
dataverse,python,scikit-learn,bounded_rand_int_wrap,1,1
dataverse,python,scikit-learn,test_svm,1,1
dataverse,python,scikit-learn,_libsvm,1,1
dataverse,python,scikit-learn,_is_pairwise,1,1
dataverse,python,scikit-learn,__version__,1,1
dataverse,python,scikit-learn,_openmp_parallelism_enabled,1,1
dataverse,python,scikit-learn,_sigmoid_calibration,1,1
dataverse,python,scikit-learn,_SigmoidCalibration,1,1
dataverse,python,scikit-learn,calibration_curve,1,1
dataverse,python,scikit-learn,raise_build_error,1,1
dataverse,python,scikit-learn,LinearClassifierMixin,1,1
dataverse,python,scikit-learn,_get_check_estimator_ids,1,1
dataverse,python,scikit-learn,parametrize_with_checks,1,1
dataverse,python,scikit-learn,check_n_features_in_after_fitting,1,1
dataverse,python,scikit-learn,_cov,1,1
dataverse,python,scikit-learn,_get_func_name,1,1
dataverse,python,scikit-learn,_enforce_estimator_tags_y,1,1
dataverse,python,scikit-learn,_enforce_estimator_tags_x,1,1
dataverse,python,scikit-learn,Pep562,1,1
dataverse,python,scikit-learn,check_increasing,1,1
dataverse,python,scikit-learn,isotonic_regression,1,1
dataverse,python,scikit-learn,_make_unique,1,1
dataverse,python,scikit-learn,RBFSampler,1,1
dataverse,python,scikit-learn,AdditiveChi2Sampler,1,1
dataverse,python,scikit-learn,SkewedChi2Sampler,1,1
dataverse,python,scikit-learn,Nystroem,1,1
dataverse,python,scikit-learn,PolynomialCountSketch,1,1
dataverse,python,scikit-learn,KernelRidge,1,1
dataverse,python,scikit-learn,dependent_packages,1,1
dataverse,python,scikit-learn,OutputCodeClassifier,1,1
dataverse,python,scikit-learn,ClassifierChain,1,1
dataverse,python,scikit-learn,RegressorChain,1,1
dataverse,python,scikit-learn,MultiOutputClassifier,1,1
dataverse,python,scikit-learn,MultiOutputRegressor,1,1
dataverse,python,scikit-learn,ComplementNB,1,1
dataverse,python,scikit-learn,CategoricalNB,1,1
dataverse,python,scikit-learn,johnson_lindenstrauss_min_dim,1,1
dataverse,python,scikit-learn,_gaussian_random_matrix,1,1
dataverse,python,scikit-learn,GaussianRandomProjection,1,1
dataverse,python,scikit-learn,DataDimensionalityWarning,1,1
dataverse,python,scikit-learn,plot_tree,1,1
dataverse,python,scikit-learn,export_text,1,1
dataverse,python,scikit-learn,buchheim,1,1
dataverse,python,scikit-learn,Tree,1,1
dataverse,python,scikit-learn,check_sample_weights_invariance,1,1
dataverse,python,scikit-learn,ExtraTreeClassifier,1,1
dataverse,python,scikit-learn,ExtraTreeRegressor,1,1
dataverse,python,scikit-learn,TREE_UNDEFINED,1,1
dataverse,python,scikit-learn,CRITERIA_CLF,1,1
dataverse,python,scikit-learn,CRITERIA_REG,1,1
dataverse,python,scikit-learn,_realloc_test,1,1
dataverse,python,scikit-learn,_init_arpack_v0,1,1
dataverse,python,scikit-learn,min_pos,1,1
dataverse,python,scikit-learn,_dot_memview,1,1
dataverse,python,scikit-learn,_asum_memview,1,1
dataverse,python,scikit-learn,_axpy_memview,1,1
dataverse,python,scikit-learn,_nrm2_memview,1,1
dataverse,python,scikit-learn,_copy_memview,1,1
dataverse,python,scikit-learn,_scal_memview,1,1
dataverse,python,scikit-learn,_rotg_memview,1,1
dataverse,python,scikit-learn,_rot_memview,1,1
dataverse,python,scikit-learn,_gemv_memview,1,1
dataverse,python,scikit-learn,_ger_memview,1,1
dataverse,python,scikit-learn,_gemm_memview,1,1
dataverse,python,scikit-learn,RowMajor,1,1
dataverse,python,scikit-learn,ColMajor,1,1
dataverse,python,scikit-learn,Trans,1,1
dataverse,python,scikit-learn,NoTrans,1,1
dataverse,python,scikit-learn,_unique,1,1
dataverse,python,scikit-learn,_encode,1,1
dataverse,python,scikit-learn,_check_unknown,1,1
dataverse,python,scikit-learn,check_estimators_unfitted,1,1
dataverse,python,scikit-learn,check_fit_score_takes_y,1,1
dataverse,python,scikit-learn,check_no_attributes_set_in_init,1,1
dataverse,python,scikit-learn,check_classifier_data_not_an_array,1,1
dataverse,python,scikit-learn,check_regressor_data_not_an_array,1,1
dataverse,python,scikit-learn,check_estimator_get_tags_default_keys,1,1
dataverse,python,scikit-learn,SkipTestWarning,1,1
dataverse,python,scikit-learn,_write_label_html,1,1
dataverse,python,scikit-learn,_get_visual_block,1,1
dataverse,python,scikit-learn,estimator_html_repr,1,1
dataverse,python,scikit-learn,density,1,1
dataverse,python,scikit-learn,_safe_accumulator_op,1,1
dataverse,python,scikit-learn,randomized_svd,1,1
dataverse,python,scikit-learn,weighted_mode,1,1
dataverse,python,scikit-learn,cartesian,1,1
dataverse,python,scikit-learn,log_logistic,1,1
dataverse,python,scikit-learn,_incremental_mean_and_var,1,1
dataverse,python,scikit-learn,_incremental_weighted_mean_and_var,1,1
dataverse,python,scikit-learn,stable_cumsum,1,1
dataverse,python,scikit-learn,argmin,1,1
dataverse,python,scikit-learn,_joblib_parallel_args,1,1
dataverse,python,scikit-learn,_object_dtype_isnan,1,1
dataverse,python,scikit-learn,loguniform,1,1
dataverse,python,scikit-learn,MaskedArray,1,1
dataverse,python,scikit-learn,is_multilabel,1,1
dataverse,python,scikit-learn,class_distribution,1,1
dataverse,python,scikit-learn,_ovr_decision_function,1,1
dataverse,python,scikit-learn,_safe_split,1,1
dataverse,python,scikit-learn,murmurhash3_32,1,1
dataverse,python,scikit-learn,_newton_cg,1,1
dataverse,python,scipy,fmin_ncg,1,1
dataverse,python,scikit-learn,delayed,1,1
dataverse,python,scikit-learn,_EstimatorPrettyPrinter,1,1
dataverse,python,scikit-learn,_random_choice_csc,1,1
dataverse,python,scikit-learn,sample_without_replacement,1,1
dataverse,python,scikit-learn,_our_rand_r_py,1,1
dataverse,python,scikit-learn,ArrayDataset32,1,1
dataverse,python,scikit-learn,ArrayDataset64,1,1
dataverse,python,scikit-learn,CSRDataset32,1,1
dataverse,python,scikit-learn,CSRDataset64,1,1
dataverse,python,scikit-learn,graph_shortest_path,1,1
dataverse,python,scikit-learn,single_source_shortest_path_length,1,1
dataverse,python,scikit-learn,_get_sys_info,1,1
dataverse,python,scikit-learn,_get_deps_info,1,1
dataverse,python,scikit-learn,show_versions,1,1
dataverse,python,scikit-learn,incr_mean_variance_axis,1,1
dataverse,python,scikit-learn,inplace_column_scale,1,1
dataverse,python,scikit-learn,inplace_row_scale,1,1
dataverse,python,scikit-learn,inplace_swap_row,1,1
dataverse,python,scikit-learn,inplace_swap_column,1,1
dataverse,python,scikit-learn,min_max_axis,1,1
dataverse,python,scikit-learn,count_nonzero,1,1
dataverse,python,scikit-learn,csc_median_axis_0,1,1
dataverse,python,scikit-learn,assign_rows_csr,1,1
dataverse,python,scikit-learn,inplace_csr_row_normalize_l1,1,1
dataverse,python,scikit-learn,inplace_csr_row_normalize_l2,1,1
dataverse,python,scikit-learn,csr_row_norms,1,1
dataverse,python,scikit-learn,_DEFAULT_TAGS,1,1
dataverse,python,scikit-learn,_safe_tags,1,1
dataverse,python,scikit-learn,_delete_folder,1,1
dataverse,python,scikit-learn,raises,1,1
dataverse,python,scikit-learn,_determine_key_type,1,1
dataverse,python,scikit-learn,_get_column_indices,1,1
dataverse,python,scikit-learn,column_or_1d,1,1
dataverse,python,scikit-learn,gen_even_slices,1,1
dataverse,python,scikit-learn,_message_with_time,1,1
dataverse,python,scikit-learn,_print_elapsed_time,1,1
dataverse,python,scikit-learn,get_chunk_n_rows,1,1
dataverse,python,scikit-learn,register_parallel_backend,1,1
dataverse,python,scikit-learn,check_symmetric,1,1
dataverse,python,scikit-learn,has_fit_parameter,1,1
dataverse,python,scikit-learn,check_memory,1,1
dataverse,python,scikit-learn,check_non_negative,1,1
dataverse,python,scikit-learn,_num_features,1,1
dataverse,python,scikit-learn,check_scalar,1,1
dataverse,python,scikit-learn,_deprecate_positional_args,1,1
dataverse,python,scikit-learn,_check_sample_weight,1,1
dataverse,python,scikit-learn,_allclose_dense_sparse,1,1
dataverse,python,scikit-learn,FLOAT_DTYPES,1,1
dataverse,python,scikit-learn,_check_fit_params,1,1
dataverse,python,scikit-learn,PositiveSpectrumWarning,1,1
dataverse,python,scipy,isspmatrix_dok,1,1
dataverse,python,tqdm,TqdmDeprecationWarning,1,1
dataverse,python,setuptools,Requirement,1,1
dataverse,python,tqdm,TqdmWarning,1,1
dataverse,python,disco,Client,1,1
dataverse,python,disco,ClientConfig,1,1
dataverse,python,matplotlib,axhspan,1,1
dataverse,python,matplotlib,ticklabel_format,1,1
dataverse,python,matplotlib,isinteractive,1,1
dataverse,python,ipython,__version__.split,1,1
dataverse,python,ipython,FloatProgress,1,1
dataverse,python,ipython,HBox,1,1
dataverse,python,ipywidgets,FloatProgress,1,1
dataverse,python,ipython,FloatProgressWidget,1,1
dataverse,python,ipython,ContainerWidget,1,1
dataverse,python,pandas,Panel,1,1
dataverse,python,ordereddict,OrderedDict,1,1
dataverse,r,legislatoR,get_political,1,1
dataverse,r,legislatoR,get_core,1,1
dataverse,stata,zandrews,zandrews,1,1
dataverse,r,ggfittext,geom_bar_text,1,1
dataverse,r,lavaan,pc_th,1,1
dataverse,r,lavaan,vech,1,1
dataverse,r,lavaan,vec,1,1
dataverse,r,sjmisc,to_label,1,1
dataverse,r,rosm,osm.raster,1,1
dataverse,r,pracma,gaussLaguerre,1,1
dataverse,r,mvtnorm,ldpmvnorm,1,1
dataverse,r,mvtnorm,ldmvnorm,1,1
dataverse,r,mvtnorm,lpmvnorm,1,1
dataverse,r,xgboost,xgb.importance,1,1
dataverse,r,recipes,recipe,1,1
dataverse,r,rsample,make_splits,1,1
dataverse,r,rsample,new_rset,1,1
dataverse,r,dials,grid_latin_hypercube,1,1
dataverse,r,forcats,fct_explicit_na,1,1
dataverse,stata,log2html,log2html,1,1
dataverse,r,data.table,setattr,1,1
dataverse,r,rstudioapi,viewer,1,1
dataverse,r,glue,glue_data,1,1
dataverse,r,glue,glue_collapse,1,1
dataverse,python,pyspark,from_json,1,1
dataverse,python,pyspark,greatest,1,1
dataverse,python,pyspark,regexp_replace,1,1
dataverse,python,pyspark,lag,1,1
dataverse,python,pyspark,dense_rank,1,1
dataverse,python,pyspark,desc,1,1
dataverse,python,pyspark,udf,1,1
dataverse,python,pyspark,size,1,1
dataverse,python,pyspark,expr,1,1
dataverse,python,pyspark,split,1,1
dataverse,python,pyspark,substring,1,1
dataverse,r,future.callr,callr,1,1
dataverse,r,reticulate,miniconda_exists,1,1
dataverse,r,reticulate,miniconda_path,1,1
dataverse,r,reticulate,install_miniconda,1,1
dataverse,r,reticulate,conda_list,1,1
dataverse,r,reticulate,conda_create,1,1
dataverse,python,tensorflow,GlobalMaxPooling2D,1,1
dataverse,python,tensorflow,MaxPooling2D,1,1
dataverse,python,keras,GlobalMaxPooling2D,1,1
dataverse,python,networkx,number_of_nodes,1,1
dataverse,python,networkx,average_degree_connectivity,1,1
dataverse,python,networkx,number_connected_components,1,1
dataverse,python,networkx,bipartite.overlap_weighted_projected_graph,1,1
dataverse,python,textwrap3,wrap,1,1
dataverse,r,ggplot2,expand_limits,1,1
dataverse,python,nltk,stem.snowball.EnglishStemmer,1,1
dataverse,r,collapse,ffirst,1,1
dataverse,r,SortedEffects,spe,1,1
dataverse,r,SortedEffects,ca,1,1
dataverse,r,sensemakr,label_maker,1,1
dataverse,r,kernlab,stringdot,1,1
dataverse,r,rbounds,psens,1,1
dataverse,python,numpy,random.MT19937,1,1
dataverse,r,cocor,cocor.indep.groups,1,1
dataverse,python,torch,linalg.inv,1,1
dataverse,r,bayesplot,color_scheme_get,1,1
dataverse,r,hdm,rlassologitEffects,1,1
dataverse,r,hdm,rlassologit,1,1
dataverse,r,stringi,stri_count_fixed,1,1
dataverse,python,pystata,config,1,1
dataverse,r,lubridate,my,1,1
dataverse,python,sner,Ner,1,1
dataverse,r,staggered,balance_checks,1,1
dataverse,r,did,mboot,1,1
dataverse,r,colorspace,scale_fill_continuous_diverging,1,1
dataverse,r,FRK,SpatialPolygonsDataFrame_to_df,1,1
dataverse,r,FRK,EmptyTheme,1,1
dataverse,stata,workdays,workdays,1,1
dataverse,python,output,write_feature_importance,1,1
dataverse,stata,table1,table1,1,1
dataverse,python,copia,to_abundance,1,1
dataverse,python,copia,basic_stats,1,1
dataverse,python,copia,abundance_counts,1,1
dataverse,python,copia,abundance_histogram,1,1
dataverse,python,copia,density,1,1
dataverse,python,copia,survival_ratio,1,1
dataverse,python,copia,hill_numbers,1,1
dataverse,python,copia,hill_plot,1,1
dataverse,python,great-tables,GT,1,1
dataverse,python,great-tables,style,1,1
dataverse,python,great-tables,loc,1,1
dataverse,python,great-tables,md,1,1
dataverse,python,altair,Tooltip,1,1
dataverse,python,lenskit,Recommender,1,1
dataverse,python,lenskit,topn,1,1
dataverse,python,lenskit,util,1,1
dataverse,python,lenskit,batch,1,1
dataverse,python,lenskit,crossfold,1,1
dataverse,python,lenskit,als,1,1
dataverse,python,lenskit,basic,1,1
dataverse,python,scipy,stats.mode,1,1
dataverse,python,data,DATA_DIR,1,1
dataverse,python,data,get_shxco_exceptional_data,1,1
dataverse,python,altair,Legend,1,1
dataverse,r,Rmpi,mpi.quit,1,1
dataverse,r,svMisc,progress,1,1
dataverse,python,hark,AgentType,1,1
dataverse,python,hark,NullFunc,1,1
dataverse,python,hark,MetricObject,1,1
dataverse,python,hark,make_one_period_oo_solver,1,1
dataverse,python,hark,warnings,1,1
dataverse,python,hark,CubicHermiteInterp,1,1
dataverse,python,hark,CubicInterp,1,1
dataverse,python,hark,LowerEnvelope,1,1
dataverse,python,hark,LinearInterp,1,1
dataverse,python,hark,ValueFuncCRRA,1,1
dataverse,python,hark,MargValueFuncCRRA,1,1
